closing_time_of_funding_and_candle,hourly_funding_rate,annualized_funding_rate,premium,openPrice,closingPrice,volume
1739185200015,1.25e-05,0.10950000000000001,0.000416522,0.42034,0.41487,615385.9
1739188800010,1.25e-05,0.10950000000000001,0.0003489455,0.41503,0.4271,1412403.1
1739192400063,1.25e-05,0.10950000000000001,0.0002052055,0.42692,0.4145,1870991.8
1739196000046,1.25e-05,0.10950000000000001,0.0004705943,0.41386,0.46215,4791250.4
1739199600051,1.25e-05,0.10950000000000001,0.0005132801,0.46209,0.43109,3826762.2
1739203200010,1.25e-05,0.10950000000000001,0.0003692699,0.42967,0.4302,2305950.0
1739206800040,1.25e-05,0.10950000000000001,0.0004521622,0.42985,0.42532,1465669.7
1739210400009,1.25e-05,0.10950000000000001,0.0003908392,0.42552,0.42462,987952.5
1739214000106,1.25e-05,0.10950000000000001,0.0004246124,0.4273,0.41861,1114747.4
1739217600018,1.25e-05,0.10950000000000001,0.0004557853,0.41914,0.4147,1508662.2
1739221200008,1.25e-05,0.10950000000000001,0.0003447069,0.41471,0.40942,2686207.5
1739224800068,1.25e-05,0.10950000000000001,0.0003647514,0.40943,0.4062,1094325.2
1739228400090,1.25e-05,0.10950000000000001,7.89155e-05,0.40566,0.39479,2740702.3
1739232000034,1.25e-05,0.10950000000000001,7.55522e-05,0.39548,0.39709,1167369.1
1739235600057,1.25e-05,0.10950000000000001,0.0004204371,0.39705,0.42237,3292536.6
1739239200033,1.25e-05,0.10950000000000001,0.0005691333,0.4227,0.44244,2907248.8
1739242800083,1.25e-05,0.10950000000000001,0.0003307498,0.44406,0.45474,2554868.0
1739246400004,1.25e-05,0.10950000000000001,0.000255386,0.45586,0.45931,2273434.3
1739250000064,1.25e-05,0.10950000000000001,0.0005428501,0.45877,0.4954,5282204.2
1739253600030,1.25e-05,0.10950000000000001,0.0003502625,0.4958,0.5493,7465674.7
1739257200031,1.25e-05,0.10950000000000001,0.0004440986,0.54982,0.56108,3090806.7
1739260800197,1.25e-05,0.10950000000000001,0.0002917795,0.56149,0.56775,3613022.0
1739264400001,1.25e-05,0.10950000000000001,0.0003946006,0.56772,0.58654,2245595.5
1739268000093,1.25e-05,0.10950000000000001,0.0003651964,0.58664,0.58061,2068815.8
1739271600025,1.25e-05,0.10950000000000001,0.0002199333,0.58053,0.58407,2669557.8
1739275200028,1.25e-05,0.10950000000000001,0.0001354963,0.58327,0.57927,1160704.0
1739278800140,1.25e-05,0.10950000000000001,8.78754e-05,0.57993,0.59547,2197939.4
1739282400065,1.25e-05,0.10950000000000001,3.22486e-05,0.59399,0.53615,4836504.4
1739286000039,1.25e-05,0.10950000000000001,0.0001651411,0.53585,0.59016,8075384.8
1739289600035,1.25e-05,0.10950000000000001,0.0001470834,0.59081,0.58293,5759183.3
1739293200025,1.25e-05,0.10950000000000001,6.16816e-05,0.58293,0.57715,3353207.5
1739296800142,1.25e-05,0.10950000000000001,7.1146e-06,0.57713,0.56418,6712022.9
1739300400040,1.25e-05,0.10950000000000001,-6.61427e-05,0.56355,0.54716,9242328.9
1739304000012,1.25e-05,0.10950000000000001,5.64467e-05,0.5477,0.51755,8719389.6
1739307600058,1.25e-05,0.10950000000000001,0.0001372044,0.5172,0.50903,11133902.6
1739311200091,1.25e-05,0.10950000000000001,0.0003203167,0.50884,0.52292,7243403.0
1739314800017,1.25e-05,0.10950000000000001,0.0002490543,0.52226,0.52047,5090224.0
1739318400058,1.25e-05,0.10950000000000001,0.0003143514,0.5197,0.53515,3910481.7
1739322000080,1.25e-05,0.10950000000000001,0.0003175441,0.53531,0.54302,3485011.6
1739325600079,1.25e-05,0.10950000000000001,0.0002832511,0.54295,0.52141,1962145.8
1739329200082,1.25e-05,0.10950000000000001,-1.52623e-05,0.52127,0.50476,15700072.5
1739332800048,1.25e-05,0.10950000000000001,1.70083e-05,0.50404,0.4923,7098045.1
1739336400105,1.25e-05,0.10950000000000001,7.4767e-05,0.49225,0.47574,8690509.0
1739340000102,1.25e-05,0.10950000000000001,0.0001609126,0.47572,0.49644,2429739.3
1739343600002,1.25e-05,0.10950000000000001,6.59241e-05,0.49812,0.48605,2432420.5
1739347200047,1.25e-05,0.10950000000000001,0.0002012546,0.48613,0.49262,2526124.8
1739350800185,1.25e-05,0.10950000000000001,0.0003113095,0.49297,0.4883,1858736.8
1739354400044,1.25e-05,0.10950000000000001,0.000287166,0.48814,0.48719,1207871.2
1739358000017,1.25e-05,0.10950000000000001,0.0003925826,0.48769,0.48594,1006393.5
1739361600046,1.25e-05,0.10950000000000001,0.0004145044,0.48616,0.4972,969637.0
1739365200018,1.25e-05,0.10950000000000001,0.0002509219,0.49759,0.4792,3917966.5
1739368800067,1.25e-05,0.10950000000000001,0.0001628347,0.4792,0.44872,21093174.1
1739372400134,1.25e-05,0.10950000000000001,0.000114061,0.44798,0.45431,11756956.7
1739376000013,1.25e-05,0.10950000000000001,7.0607e-06,0.4543,0.44207,10811683.1
1739379600103,1.25e-05,0.10950000000000001,5.1317e-05,0.4439,0.4716,9156773.7
1739383200093,1.25e-05,0.10950000000000001,0.0002985104,0.47155,0.48884,10925480.6
1739386800226,1.25e-05,0.10950000000000001,0.0001417806,0.48882,0.45971,4969446.4
1739390400093,1.25e-05,0.10950000000000001,0.0003390923,0.46017,0.48877,4432391.2
1739394000045,1.25e-05,0.10950000000000001,0.0004517965,0.48936,0.48354,4956629.7
1739397600030,1.37242e-05,0.120223992,0.0006097939,0.48356,0.5298,7110271.9
1739401200100,6.28224e-05,0.550324224,0.0010025795,0.52978,0.55888,14034992.2
1739404800081,6.02829e-05,0.5280782039999999,0.0009822631,0.55838,0.55012,5901837.4
1739408400043,1.25e-05,0.10950000000000001,0.0005247286,0.55021,0.52561,7491385.3
1739412000027,1.29208e-05,0.113186208,0.0006033668,0.5257,0.5309,3357911.8
1739415600110,1.25e-05,0.10950000000000001,0.0003443413,0.53061,0.51524,2982650.5
1739419200076,1.25e-05,0.10950000000000001,0.0005626751,0.51516,0.53309,2607369.2
1739422800017,1.25e-05,0.10950000000000001,0.0002940993,0.53369,0.52171,1429583.5
1739426400037,1.25e-05,0.10950000000000001,0.0001749042,0.52198,0.52275,2630077.3
1739430000047,1.25e-05,0.10950000000000001,0.0001505483,0.52181,0.50497,2016269.6
1739433600015,1.25e-05,0.10950000000000001,1.97e-07,0.50394,0.49241,1119065.7
1739437200027,1.25e-05,0.10950000000000001,-5.4819e-06,0.49154,0.49053,1154198.5
1739440800004,1.25e-05,0.10950000000000001,1.7154e-05,0.49138,0.496,691970.6
1739444400029,1.25e-05,0.10950000000000001,-7.11707e-05,0.49601,0.48412,1666301.2
1739448000004,1.25e-05,0.10950000000000001,-0.000122219,0.4849,0.48316,754305.4
1739451600036,1.25e-05,0.10950000000000001,-0.0001052408,0.48343,0.4794,609226.2
1739455200067,1.25e-05,0.10950000000000001,-3.80129e-05,0.47939,0.47497,2794710.6
1739458800042,1.25e-05,0.10950000000000001,6.50549e-05,0.475,0.4688,4286104.2
1739462400027,1.25e-05,0.10950000000000001,-0.0001407487,0.46886,0.47088,2327340.1
